# #stocks, #noise, #price, #walk, #action
58791,-1,-0.16,15,buy
58790,-1,-0.07,14,buy
58789,1,-0.019999999999999997,15,sell
58790,-2,-0.08,13,buy
58788,-1,-0.009999999999999997,12,buy
58787,-1,0.030000000000000006,11,buy
58786,1,0.04000000000000001,12,sell
58787,1,-0.03,13,sell
58788,2,-0.08,15,sell
58789,-1,-0.10999999999999999,14,buy
58788,1,-0.019999999999999997,15,sell
58789,-1,-0.08,14,buy
58788,1,-0.019999999999999997,15,sell
58789,1,-0.08,16,sell
58790,1,-0.11999999999999998,17,sell
58791,1,-0.12999999999999998,18,sell
58792,-2,-0.17,16,buy
58791,-1,-0.060000000000000005,15,buy
58790,-1,-0.019999999999999997,14,buy
58789,-2,-0.009999999999999997,12,buy
58787,-1,0.04000000000000001,11,buy
58786,-1,0.07,10,buy
58785,1,0.08,11,sell
58786,1,-0.020000000000000004,12,sell
58787,-1,-0.030000000000000006,11,buy
58786,-1,0.04,10,buy
58785,2,0.07,12,sell
58787,1,-0.030000000000000006,13,sell
58788,-1,-0.08,12,buy
58787,-1,-0.019999999999999997,11,buy
58786,-1,0.04000000000000001,10,buy
58785,1,0.07,11,sell
58786,1,-0.020000000000000004,12,sell
58787,-1,-0.030000000000000006,11,buy
58786,-3,0.04,8,buy
58784,1,0.09,9,sell
58785,-1,0.03,8,buy
58784,-1,0.09,7,buy
58783,1,0.13999999999999999,8,sell
58784,-1,0.08,7,buy
58783,1,0.13999999999999999,8,sell
58784,-1,0.08,7,buy
58783,1,0.13999999999999999,8,sell
58784,-2,0.08,6,buy
58782,2,0.15,8,sell
58783,1,0.07,9,sell
58784,-2,0.060000000000000005,7,buy
58782,1,0.15,8,sell
58783,3,0.08,11,sell
58784,1,0.04,12,sell
58785,1,0.03,13,sell
58786,1,-0.020000000000000004,14,sell
58787,1,-0.030000000000000006,15,sell
58788,1,-0.08,16,sell
58790,1,-0.09999999999999999,17,sell
58791,2,-0.11999999999999998,19,sell
58792,-2,-0.13999999999999999,17,buy
58791,1,-0.060000000000000005,18,sell
58792,1,-0.12999999999999998,19,sell
58793,-1,-0.18000000000000002,18,buy
58792,1,-0.09,19,sell
58793,-1,-0.18000000000000002,18,buy
58792,-1,-0.09,17,buy
58791,2,-0.07,19,sell
58792,1,-0.13999999999999999,20,sell
58793,1,-0.18000000000000002,21,sell
58795,1,-0.19000000000000003,22,sell
58796,1,-0.20000000000000004,23,sell
58799,-1,-0.21000000000000005,22,buy
58798,2,-0.11999999999999998,24,sell
58799,2,-0.20000000000000004,26,sell
58803,1,-0.24000000000000007,27,sell
58804,-1,-0.25000000000000006,26,buy
58803,-2,-0.18,24,buy
58802,-1,-0.15999999999999998,23,buy
58801,-1,-0.11999999999999995,22,buy
58800,3,-0.08999999999999997,25,sell
58802,-1,-0.19,24,buy
58801,-1,-0.11999999999999995,23,buy
58800,-2,-0.08999999999999997,21,buy
58799,-1,-0.05999999999999998,20,buy
58798,2,-0.01999999999999997,22,sell
58799,1,-0.08999999999999997,23,sell
58800,1,-0.12999999999999995,24,sell
58801,1,-0.18,25,sell
58802,1,-0.19,26,sell
58803,-1,-0.24000000000000005,25,buy
58802,1,-0.18,26,sell
58803,-1,-0.24000000000000005,25,buy
58802,-1,-0.18,24,buy
58801,1,-0.11999999999999995,25,sell
58802,1,-0.19,26,sell
58803,1,-0.24000000000000005,27,sell
58804,1,-0.25000000000000006,28,sell
58805,1,-0.26000000000000006,29,sell
58810,-1,-0.2700000000000001,28,buy
58809,1,-0.18,29,sell
58810,1,-0.24000000000000005,30,sell
58811,-2,-0.2900000000000001,28,buy
58810,-1,-0.22000000000000003,27,buy
58809,-1,-0.18,26,buy
58808,3,-0.16999999999999998,29,sell
58810,1,-0.25000000000000006,30,sell
58811,-2,-0.2900000000000001,28,buy
58810,1,-0.22000000000000003,29,sell
58811,1,-0.2900000000000001,30,sell
58814,1,-0.3000000000000001,31,sell
58817,-1,-0.3200000000000001,30,buy
58816,1,-0.23000000000000004,31,sell
58817,2,-0.2900000000000001,33,sell
58821,-1,-0.3300000000000001,32,buy
58820,-1,-0.24000000000000005,31,buy
58819,-1,-0.23000000000000004,30,buy
58818,-1,-0.18,29,buy
58817,-1,-0.16999999999999998,28,buy
58816,1,-0.11999999999999995,29,sell
58817,-1,-0.19,28,buy
58816,-1,-0.11999999999999995,27,buy
58815,1,-0.10999999999999996,28,sell
58816,-3,-0.19,25,buy
58815,1,-0.09999999999999996,26,sell
58816,1,-0.19,27,sell
58817,1,-0.24000000000000005,28,sell
58818,-1,-0.25000000000000006,27,buy
58817,-1,-0.18,26,buy
58816,-1,-0.16999999999999998,25,buy
58815,1,-0.11999999999999995,26,sell
58816,-1,-0.19,25,buy
58815,-2,-0.11999999999999995,23,buy
58813,-1,-0.08999999999999997,22,buy
58812,-1,-0.06999999999999998,21,buy
58811,-1,-0.01999999999999997,20,buy
58810,-2,-0.009999999999999969,18,buy
58807,1,0.040000000000000036,19,sell
58808,1,-0.02999999999999997,20,sell
58809,1,-0.07999999999999997,21,sell
58810,1,-0.09999999999999996,22,sell
58811,-1,-0.11999999999999995,21,buy
58810,1,-0.01999999999999997,22,sell
58811,1,-0.07999999999999997,23,sell
58812,-1,-0.12999999999999995,22,buy
58811,-1,-0.06999999999999998,21,buy
58810,-2,-0.01999999999999997,19,buy
58809,-2,3.122502256758253e-17,17,buy
58807,1,0.040000000000000036,18,sell
58808,-1,-0.02999999999999997,17,buy
58807,1,0.040000000000000036,18,sell
58808,1,-0.02999999999999997,19,sell
58809,-1,-0.07999999999999997,18,buy
58808,1,-0.01999999999999997,19,sell
58809,-2,-0.07999999999999997,17,buy
58808,-2,-0.009999999999999969,15,buy
58807,-2,0.05000000000000004,13,buy
58805,1,0.08000000000000003,14,sell
58806,2,-0.019999999999999976,16,sell
58807,2,-0.03999999999999998,18,sell
58808,-1,-0.08999999999999997,17,buy
58807,-1,-0.01999999999999997,16,buy
58806,-2,0.040000000000000036,14,buy
58805,1,0.08000000000000003,15,sell
58806,-1,-0.019999999999999976,14,buy
58805,1,0.07000000000000003,15,sell
58806,2,-0.019999999999999976,17,sell
58807,-1,-0.03999999999999998,16,buy
58806,-1,0.04000000000000003,15,buy
58805,-1,0.07000000000000003,14,buy
58804,-1,0.09000000000000002,13,buy
58803,1,0.14,14,sell
58804,1,0.08000000000000003,15,sell
58805,-1,0.030000000000000027,14,buy
58804,1,0.09000000000000002,15,sell
58805,2,0.030000000000000027,17,sell
58807,-1,-0.029999999999999978,16,buy
58806,-2,0.04000000000000003,14,buy
58805,1,0.08000000000000003,15,sell
58806,1,-0.019999999999999976,16,sell
58807,-2,-0.029999999999999978,14,buy
58806,-1,0.05000000000000003,13,buy
58805,1,0.07000000000000003,14,sell
58806,-1,-0.019999999999999976,13,buy
58805,1,0.07000000000000003,14,sell
58806,-1,-0.019999999999999976,13,buy
58805,-1,0.07000000000000003,12,buy
58804,-1,0.09000000000000002,11,buy
58803,1,0.14,12,sell
58804,-2,0.08000000000000003,10,buy
58802,-1,0.15000000000000002,9,buy
58800,-2,0.18000000000000005,7,buy
58798,1,0.20000000000000007,8,sell
58799,-1,0.13,7,buy
58798,1,0.19000000000000006,8,sell
58799,1,0.13,9,sell
58800,1,0.08000000000000003,10,sell
58801,2,0.06000000000000003,12,sell
58803,1,0.020000000000000025,13,sell
58804,-1,-0.019999999999999976,12,buy
58803,1,0.07000000000000003,13,sell
58804,-2,-0.019999999999999976,11,buy
58803,1,0.08000000000000003,12,sell
58804,-1,-0.019999999999999976,11,buy
58803,1,0.07000000000000003,12,sell
58804,-1,-0.019999999999999976,11,buy
58803,1,0.07000000000000003,12,sell
58804,2,-0.019999999999999976,14,sell
58805,1,-0.03999999999999998,15,sell
58806,1,-0.07999999999999997,16,sell
58808,1,-0.09999999999999996,17,sell
58809,-1,-0.10999999999999996,16,buy
58808,2,-0.01999999999999997,18,sell
58809,1,-0.08999999999999997,19,sell
58810,1,-0.11999999999999995,20,sell
58811,-1,-0.12999999999999995,19,buy
58810,2,-0.06999999999999998,21,sell
58811,-1,-0.13999999999999996,20,buy
58810,-1,-0.06999999999999998,19,buy
58809,1,-0.01999999999999997,20,sell
58810,-1,-0.07999999999999997,19,buy
58809,-1,-0.01999999999999997,18,buy
58808,1,-0.009999999999999969,19,sell
58809,-1,-0.07999999999999997,18,buy
58808,1,-0.01999999999999997,19,sell
58809,2,-0.07999999999999997,21,sell
58810,-1,-0.10999999999999996,20,buy
58809,1,-0.01999999999999997,21,sell
58810,2,-0.07999999999999997,23,sell
58811,-1,-0.13999999999999996,22,buy
58810,-2,-0.06999999999999998,20,buy
58808,-1,-0.009999999999999969,19,buy
58807,-2,0.030000000000000034,17,buy
58806,1,0.05000000000000004,18,sell
58807,-1,-0.02999999999999997,17,buy
58806,1,0.040000000000000036,18,sell
58807,1,-0.02999999999999997,19,sell
58808,-2,-0.07999999999999997,17,buy
58807,1,-0.009999999999999969,18,sell
58808,2,-0.07999999999999997,20,sell
58809,-1,-0.10999999999999996,19,buy
58808,1,-0.01999999999999997,20,sell
58809,-2,-0.07999999999999997,18,buy
58807,-1,-0.009999999999999969,17,buy
58806,1,0.040000000000000036,18,sell
58807,1,-0.02999999999999997,19,sell
58808,1,-0.07999999999999997,20,sell
58809,-2,-0.09999999999999996,18,buy
58807,-1,-0.009999999999999969,17,buy
58806,2,0.040000000000000036,19,sell
58807,1,-0.03999999999999997,20,sell
58808,1,-0.07999999999999997,21,sell
58809,1,-0.09999999999999996,22,sell
58810,-1,-0.11999999999999995,21,buy
58809,1,-0.01999999999999997,22,sell
58810,-1,-0.07999999999999997,21,buy
58809,-1,-0.01999999999999997,20,buy
58808,2,-0.009999999999999969,22,sell
58809,1,-0.08999999999999997,23,sell
58810,-1,-0.09999999999999996,22,buy
58809,2,-0.01999999999999997,24,sell
58810,1,-0.08999999999999997,25,sell
58811,2,-0.12999999999999995,27,sell
58813,1,-0.19,28,sell
58814,1,-0.2,29,sell
58815,-2,-0.24000000000000005,27,buy
58814,-1,-0.16999999999999998,26,buy
58813,3,-0.11999999999999995,29,sell
58814,1,-0.21000000000000002,30,sell
58815,1,-0.24000000000000005,31,sell
58816,-2,-0.25000000000000006,29,buy
58814,1,-0.16999999999999998,30,sell
58815,1,-0.24000000000000005,31,sell
58816,-1,-0.25000000000000006,30,buy
58815,-1,-0.18,29,buy
58814,-1,-0.16999999999999998,28,buy
58813,-2,-0.11999999999999995,26,buy
58812,1,-0.07999999999999997,27,sell
58813,-1,-0.18,26,buy
58812,1,-0.08999999999999997,27,sell
58813,-1,-0.18,26,buy
58812,-1,-0.08999999999999997,25,buy
58811,1,-0.06999999999999998,26,sell
58812,-1,-0.12999999999999995,25,buy
58811,-1,-0.06999999999999998,24,buy
58810,-1,-0.01999999999999997,23,buy
58809,1,-0.009999999999999969,24,sell
58810,3,-0.07999999999999997,27,sell
58811,1,-0.11999999999999995,28,sell
58812,-1,-0.12999999999999995,27,buy
58811,-1,-0.06999999999999998,26,buy
58810,-1,-0.01999999999999997,25,buy
58809,-1,-0.009999999999999969,24,buy
58808,-1,0.030000000000000034,23,buy
58807,2,0.040000000000000036,25,sell
58808,1,-0.03999999999999997,26,sell
58809,-1,-0.07999999999999997,25,buy
58808,2,-0.01999999999999997,27,sell
58809,1,-0.08999999999999997,28,sell
58810,1,-0.09999999999999996,29,sell
58811,1,-0.11999999999999995,30,sell
58812,1,-0.12999999999999995,31,sell
58813,2,-0.18,33,sell
58814,1,-0.2,34,sell
58815,-1,-0.24000000000000005,33,buy
58814,-1,-0.18,32,buy
58813,-1,-0.11999999999999995,31,buy
58812,-1,-0.08999999999999997,30,buy
58811,1,-0.06999999999999998,31,sell
58812,-1,-0.12999999999999995,30,buy
58811,-1,-0.06999999999999998,29,buy
58810,1,-0.01999999999999997,30,sell
58811,1,-0.07999999999999997,31,sell
58812,-1,-0.12999999999999995,30,buy
58811,-1,-0.06999999999999998,29,buy
58810,1,-0.01999999999999997,30,sell
58811,-2,-0.07999999999999997,28,buy
58809,-2,-0.009999999999999969,26,buy
58807,-1,0.040000000000000036,25,buy
58806,-2,0.07000000000000003,23,buy
58804,-1,0.09000000000000002,22,buy
58803,-1,0.14,21,buy
58802,3,0.15000000000000002,24,sell
58804,-2,0.06000000000000003,22,buy
58802,1,0.15000000000000002,23,sell
58803,1,0.08000000000000003,24,sell
58804,2,0.06000000000000003,26,sell
58805,-1,0.020000000000000025,25,buy
58804,-1,0.09000000000000002,24,buy
58803,1,0.14,25,sell
58804,2,0.08000000000000003,27,sell
58805,1,0.020000000000000025,28,sell
58806,1,-0.019999999999999976,29,sell
58807,1,-0.029999999999999978,30,sell
58808,-1,-0.07999999999999997,29,buy
58807,-1,-0.01999999999999997,28,buy
58806,1,0.040000000000000036,29,sell
58807,1,-0.02999999999999997,30,sell
58808,-2,-0.07999999999999997,28,buy
58807,1,-0.009999999999999969,29,sell
58808,1,-0.07999999999999997,30,sell
58810,-1,-0.09999999999999996,29,buy
58809,2,-0.01999999999999997,31,sell
58810,-1,-0.08999999999999997,30,buy
58809,-1,-0.01999999999999997,29,buy
58808,-1,-0.009999999999999969,28,buy
58807,2,0.040000000000000036,30,sell
58808,1,-0.03999999999999997,31,sell
58809,1,-0.07999999999999997,32,sell
58810,-1,-0.09999999999999996,31,buy
58809,-1,-0.01999999999999997,30,buy
58808,-1,-0.009999999999999969,29,buy
58807,-2,0.040000000000000036,27,buy
58805,-2,0.08000000000000003,25,buy
58804,-1,0.10000000000000002,24,buy
58803,1,0.14,25,sell
58804,1,0.08000000000000003,26,sell
58805,-2,0.030000000000000027,24,buy
58804,-1,0.10000000000000002,23,buy
58803,-1,0.14,22,buy
58802,-3,0.15000000000000002,19,buy
58799,-1,0.19000000000000006,18,buy
58798,-2,0.20000000000000007,16,buy
58797,-1,0.2400000000000001,15,buy
58796,1,0.2500000000000001,16,sell
58797,1,0.18000000000000005,17,sell
58798,-1,0.14,16,buy
58797,-1,0.2300000000000001,15,buy
58796,1,0.2500000000000001,16,sell
58797,2,0.18000000000000005,18,sell
58799,2,0.13,20,sell
58800,-1,0.07000000000000003,19,buy
58799,-1,0.14,18,buy
58798,-1,0.19000000000000006,17,buy
58797,1,0.2300000000000001,18,sell
58798,2,0.14,20,sell
58799,3,0.12000000000000001,23,sell
58801,1,0.06000000000000003,24,sell
58802,1,0.030000000000000027,25,sell
58803,-1,0.020000000000000025,24,buy
58802,-1,0.09000000000000002,23,buy
58801,1,0.14,24,sell
58802,-1,0.08000000000000003,23,buy
58801,1,0.14,24,sell
58802,-1,0.08000000000000003,23,buy
58801,1,0.14,24,sell
58802,-1,0.08000000000000003,23,buy
58801,1,0.14,24,sell
58802,1,0.08000000000000003,25,sell
58803,1,0.030000000000000027,26,sell
58804,1,-0.019999999999999976,27,sell
58805,1,-0.029999999999999978,28,sell
58806,1,-0.07999999999999997,29,sell
58808,-1,-0.09999999999999996,28,buy
58807,-2,-0.01999999999999997,26,buy
58806,1,3.122502256758253e-17,27,sell
58807,1,-0.07999999999999997,28,sell
58808,1,-0.09999999999999996,29,sell
58809,1,-0.10999999999999996,30,sell
58810,1,-0.11999999999999995,31,sell
58811,1,-0.12999999999999995,32,sell
58812,-2,-0.18,30,buy
58811,1,-0.07999999999999997,31,sell
58812,1,-0.18,32,sell
58813,-1,-0.19,31,buy
58812,-1,-0.11999999999999995,30,buy
58811,-1,-0.08999999999999997,29,buy
58810,2,-0.06999999999999998,31,sell
58811,-3,-0.13999999999999996,28,buy
58810,1,-0.049999999999999975,29,sell
58811,-1,-0.12999999999999995,28,buy
58810,1,-0.06999999999999998,29,sell
58811,1,-0.12999999999999995,30,sell
58812,1,-0.18,31,sell
58813,1,-0.19,32,sell
58814,1,-0.2,33,sell
58815,1,-0.24000000000000005,34,sell
58816,-1,-0.25000000000000006,33,buy
58815,1,-0.18,34,sell
58816,-2,-0.24000000000000005,32,buy
58814,1,-0.16999999999999998,33,sell
58815,1,-0.24000000000000005,34,sell
58816,-1,-0.25000000000000006,33,buy
58815,-1,-0.18,32,buy
58814,1,-0.16999999999999998,33,sell
58815,-1,-0.24000000000000005,32,buy
58814,2,-0.18,34,sell
58816,-1,-0.25000000000000006,33,buy
58815,1,-0.18,34,sell
58816,1,-0.24000000000000005,35,sell
58818,1,-0.2700000000000001,36,sell
58819,1,-0.2900000000000001,37,sell
58821,1,-0.3300000000000001,38,sell
58822,1,-0.34000000000000014,39,sell
58824,3,-0.36000000000000015,42,sell
58827,-1,-0.3900000000000002,41,buy
58826,2,-0.2800000000000001,43,sell
58827,-2,-0.35000000000000014,41,buy
58826,1,-0.2700000000000001,42,sell
58827,-1,-0.34000000000000014,41,buy
58826,1,-0.2800000000000001,42,sell
58827,-2,-0.34000000000000014,40,buy
58826,1,-0.2700000000000001,41,sell
58827,1,-0.34000000000000014,42,sell
58829,-1,-0.4000000000000002,41,buy
58828,1,-0.3300000000000001,42,sell
58829,-2,-0.4000000000000002,40,buy
58828,1,-0.3200000000000001,41,sell
58829,-1,-0.4000000000000002,40,buy
58828,1,-0.3300000000000001,41,sell
58829,-1,-0.4000000000000002,40,buy
58828,1,-0.3300000000000001,41,sell
58829,2,-0.4000000000000002,43,sell
58833,1,-0.4100000000000002,44,sell
58837,-1,-0.4200000000000002,43,buy
58836,1,-0.3300000000000001,44,sell
58837,1,-0.4000000000000002,45,sell
58838,2,-0.4400000000000002,47,sell
58840,-1,-0.45000000000000023,46,buy
58839,1,-0.3900000000000002,47,sell
58840,1,-0.45000000000000023,48,sell
58841,-1,-0.46000000000000024,47,buy
58840,-1,-0.3900000000000002,46,buy
58839,1,-0.3300000000000001,47,sell
58840,-2,-0.4000000000000002,45,buy
58838,1,-0.3200000000000001,46,sell
58839,-1,-0.4000000000000002,45,buy
58838,-1,-0.3300000000000001,44,buy
58837,-1,-0.2800000000000001,43,buy
58835,-1,-0.26000000000000006,42,buy
58834,1,-0.24000000000000005,43,sell
58835,1,-0.3300000000000001,44,sell
58836,-2,-0.34000000000000014,42,buy
58835,-2,-0.2700000000000001,40,buy
58833,1,-0.23000000000000004,41,sell
58834,1,-0.2900000000000001,42,sell
58835,1,-0.3300000000000001,43,sell
58836,1,-0.34000000000000014,44,sell
58837,-1,-0.4000000000000002,43,buy
58836,-1,-0.3300000000000001,42,buy
58835,1,-0.2800000000000001,43,sell
58836,2,-0.34000000000000014,45,sell
58839,1,-0.4100000000000002,46,sell
58841,1,-0.45000000000000023,47,sell
58843,1,-0.48000000000000026,48,sell
58844,1,-0.49000000000000027,49,sell
58845,-1,-0.5000000000000002,48,buy
58844,-1,-0.44000000000000017,47,buy
58843,2,-0.40000000000000013,49,sell
58845,-1,-0.5000000000000002,48,buy
58844,1,-0.44000000000000017,49,sell
58845,-1,-0.5000000000000002,48,buy
58844,1,-0.44000000000000017,49,sell
58845,1,-0.5000000000000002,50,sell
58846,1,-0.5200000000000002,51,sell
58848,-3,-0.5400000000000003,48,buy
58847,1,-0.42000000000000015,49,sell
58848,1,-0.5000000000000002,50,sell
58849,2,-0.5500000000000003,52,sell
58852,1,-0.5700000000000003,53,sell
58854,2,-0.5800000000000003,55,sell
58857,-1,-0.6100000000000003,54,buy
58856,1,-0.5500000000000003,55,sell
58857,1,-0.6100000000000003,56,sell
58860,-1,-0.6200000000000003,55,buy
58859,1,-0.5500000000000003,56,sell
58860,1,-0.6100000000000003,57,sell
58863,1,-0.6300000000000003,58,sell
58864,2,-0.6400000000000003,60,sell
58868,-1,-0.6500000000000004,59,buy
58867,-1,-0.5600000000000003,58,buy
58866,1,-0.5500000000000003,59,sell
58867,-1,-0.6100000000000003,58,buy
58866,-1,-0.5500000000000003,57,buy
58865,1,-0.4900000000000002,58,sell
58866,-1,-0.5600000000000003,57,buy
58865,1,-0.4900000000000002,58,sell
58866,-1,-0.5600000000000003,57,buy
58865,1,-0.4900000000000002,58,sell
58866,-1,-0.5600000000000003,57,buy
58865,-1,-0.4900000000000002,56,buy
58864,-2,-0.4800000000000002,54,buy
58862,-1,-0.44000000000000017,53,buy
58860,1,-0.40000000000000013,54,sell
58861,1,-0.4900000000000002,55,sell
58862,1,-0.5000000000000002,56,sell
58863,-1,-0.5500000000000003,55,buy
58862,1,-0.44000000000000017,56,sell
58863,1,-0.5000000000000002,57,sell
58864,-2,-0.5600000000000003,55,buy
58863,-2,-0.4800000000000002,53,buy
58862,1,-0.43000000000000016,54,sell
58863,1,-0.5000000000000002,55,sell
58864,-2,-0.5600000000000003,53,buy
58863,2,-0.4800000000000002,55,sell
58865,1,-0.5700000000000003,56,sell
58866,1,-0.6100000000000003,57,sell
58867,1,-0.6200000000000003,58,sell
58868,-3,-0.6500000000000004,55,buy
58866,-2,-0.5500000000000003,53,buy
58864,-1,-0.4800000000000002,52,buy
58862,1,-0.44000000000000017,53,sell
58863,1,-0.5000000000000002,54,sell
58864,1,-0.5600000000000003,55,sell
58865,-2,-0.5700000000000003,53,buy
58863,-1,-0.4800000000000002,52,buy
58862,-1,-0.44000000000000017,51,buy
58860,2,-0.40000000000000013,53,sell
58862,1,-0.5000000000000002,54,sell
58863,1,-0.5500000000000003,55,sell
58864,-2,-0.5600000000000003,53,buy
58863,1,-0.4800000000000002,54,sell
58864,-1,-0.5600000000000003,53,buy
58863,2,-0.4900000000000002,55,sell
58865,2,-0.5700000000000003,57,sell
58867,-2,-0.6200000000000003,55,buy
58866,1,-0.5400000000000003,56,sell
58867,2,-0.6100000000000003,58,sell
58870,2,-0.6600000000000004,60,sell
58872,2,-0.6800000000000004,62,sell
58877,-1,-0.6900000000000004,61,buy
58876,1,-0.6000000000000003,62,sell
58877,1,-0.6600000000000004,63,sell
58879,1,-0.7000000000000004,64,sell
58880,2,-0.7100000000000004,66,sell
58884,-2,-0.7300000000000004,64,buy
58882,-1,-0.6400000000000003,63,buy
58881,-1,-0.6000000000000003,62,buy
58880,2,-0.5600000000000003,64,sell
58882,-1,-0.6600000000000004,63,buy
58881,2,-0.6000000000000003,65,sell
58882,-2,-0.6700000000000004,63,buy
58881,1,-0.5900000000000003,64,sell
58882,-1,-0.6600000000000004,63,buy
58881,1,-0.6000000000000003,64,sell
58882,2,-0.6600000000000004,66,sell
58883,2,-0.7200000000000004,68,sell
58884,1,-0.7400000000000004,69,sell
58886,-2,-0.7700000000000005,67,buy
58884,-1,-0.6400000000000003,66,buy
58883,-1,-0.6000000000000003,65,buy
58882,2,-0.5600000000000003,67,sell
58884,1,-0.6600000000000004,68,sell
58885,1,-0.7100000000000004,69,sell
58886,-1,-0.7300000000000004,68,buy
58885,-2,-0.6500000000000004,66,buy
58884,2,-0.6300000000000003,68,sell
58885,2,-0.7200000000000004,70,sell
58886,1,-0.7400000000000004,71,sell
58888,-1,-0.7800000000000005,70,buy
58887,-1,-0.6500000000000004,69,buy
58886,-1,-0.6400000000000003,68,buy
58885,1,-0.6000000000000003,69,sell
58886,-1,-0.6600000000000004,68,buy
58885,1,-0.6000000000000003,69,sell
58886,1,-0.6600000000000004,70,sell
58887,1,-0.7100000000000004,71,sell
58888,-1,-0.7300000000000004,70,buy
58887,-1,-0.6500000000000004,69,buy
58886,1,-0.6400000000000003,70,sell
58887,1,-0.7100000000000004,71,sell
58888,1,-0.7300000000000004,72,sell
58890,1,-0.7900000000000005,73,sell
58891,-1,-0.8000000000000005,72,buy
58890,-1,-0.6500000000000004,71,buy
58889,-2,-0.6400000000000003,69,buy
58887,1,-0.6000000000000003,70,sell
58888,1,-0.6600000000000004,71,sell
58889,1,-0.7100000000000004,72,sell
58890,-1,-0.7300000000000004,71,buy
58889,-2,-0.6500000000000004,69,buy
58888,1,-0.6300000000000003,70,sell
58889,-1,-0.7100000000000004,69,buy
58888,-1,-0.6500000000000004,68,buy
58887,-1,-0.6000000000000003,67,buy
58886,-1,-0.5600000000000003,66,buy
58885,-2,-0.5500000000000003,64,buy
58884,-1,-0.5300000000000002,63,buy
58883,1,-0.4900000000000002,64,sell
58884,-1,-0.5600000000000003,63,buy
58883,2,-0.4900000000000002,65,sell
58884,1,-0.5700000000000003,66,sell
