# #stocks, #noise, #price, #walk, #action
58824,-8,-0.26000000000000006,74,buy
58822,5,-0.13999999999999996,79,sell
58824,3,-0.26000000000000006,82,sell
58825,5,-0.3100000000000001,87,sell
58827,5,-0.35000000000000014,92,sell
58833,-2,-0.4100000000000002,90,buy
58831,-6,-0.3200000000000001,84,buy
58829,-13,-0.25000000000000006,71,buy
58826,-9,-0.18,62,buy
58823,1,-0.10999999999999996,63,sell
58824,-4,-0.19,59,buy
58822,1,-0.09999999999999996,60,sell
58823,4,-0.19,64,sell
58825,-6,-0.26000000000000006,58,buy
58823,3,-0.14999999999999997,61,sell
58825,2,-0.25000000000000006,63,sell
58826,-3,-0.2800000000000001,60,buy
58824,2,-0.16999999999999998,62,sell
58826,3,-0.25000000000000006,65,sell
58827,-2,-0.3100000000000001,63,buy
58826,13,-0.22000000000000003,76,sell
58829,-9,-0.36000000000000015,67,buy
58826,4,-0.23000000000000004,71,sell
58827,-8,-0.3200000000000001,63,buy
58824,-3,-0.16999999999999998,60,buy
58822,-6,-0.10999999999999996,54,buy
58819,-7,-0.06999999999999998,47,buy
58817,-5,0.010000000000000031,42,buy
58814,13,0.05000000000000004,55,sell
58817,-7,-0.10999999999999996,48,buy
58815,-8,0.010000000000000031,40,buy
58810,-1,0.08000000000000003,39,buy
58809,-1,0.09000000000000002,38,buy
58808,-2,0.12000000000000001,36,buy
58806,-7,0.15000000000000002,29,buy
58802,-1,0.20000000000000007,28,buy
58801,-4,0.2300000000000001,24,buy
58799,4,0.27000000000000013,28,sell
58800,4,0.15000000000000002,32,sell
58802,-8,0.12000000000000001,24,buy
58800,7,0.2400000000000001,31,sell
58802,6,0.11000000000000001,37,sell
58805,8,0.06000000000000003,45,sell
58807,-2,-0.009999999999999976,43,buy
58806,2,0.10000000000000002,45,sell
58807,6,0.020000000000000025,51,sell
58809,7,-0.04999999999999998,58,sell
58813,-1,-0.10999999999999996,57,buy
58812,-4,-0.01999999999999997,53,buy
58811,-3,0.02000000000000003,50,buy
58810,-8,0.06000000000000004,42,buy
58807,-5,0.10000000000000002,37,buy
58805,-2,0.16000000000000003,35,buy
58803,-3,0.19000000000000006,32,buy
58802,1,0.22000000000000008,33,sell
58803,6,0.13,39,sell
58805,2,0.05000000000000003,41,sell
58807,-6,0.020000000000000025,35,buy
58805,1,0.14,36,sell
58806,-4,0.08000000000000003,32,buy
58804,-3,0.16000000000000003,29,buy
58802,4,0.19000000000000006,33,sell
58803,-6,0.10000000000000002,27,buy
58801,-11,0.2300000000000001,16,buy
58798,-3,0.30000000000000016,13,buy
58796,-3,0.3200000000000002,10,buy
58795,4,0.3700000000000002,14,sell
58796,-1,0.2600000000000001,13,buy
58795,3,0.3500000000000002,16,sell
58796,1,0.27000000000000013,17,sell
58797,10,0.2400000000000001,27,sell
58800,5,0.16000000000000003,32,sell
58802,1,0.12000000000000001,33,sell
58803,-10,0.08000000000000003,23,buy
58801,2,0.21000000000000008,25,sell
58802,9,0.12000000000000001,34,sell
58805,5,0.05000000000000003,39,sell
58807,-2,0.010000000000000024,37,buy
58806,2,0.10000000000000002,39,sell
58807,5,0.020000000000000025,44,sell
58809,4,-0.03999999999999998,48,sell
58812,-11,-0.09999999999999996,37,buy
58810,-7,0.030000000000000034,30,buy
58807,6,0.08000000000000003,36,sell
58809,1,-0.04999999999999998,37,sell
58810,-7,-0.07999999999999997,30,buy
58808,1,0.040000000000000036,31,sell
58809,-9,-0.02999999999999997,22,buy
58806,-5,0.09000000000000002,17,buy
58804,-2,0.16000000000000003,15,buy
58802,2,0.19000000000000006,17,sell
58803,-2,0.12000000000000001,15,buy
58802,3,0.20000000000000007,18,sell
58803,-1,0.11000000000000001,17,buy
58802,-2,0.19000000000000006,15,buy
58801,-2,0.2400000000000001,13,buy
58799,-11,0.2600000000000001,2,buy
58796,7,0.3400000000000002,9,sell
58798,-1,0.20000000000000007,8,buy
58797,-8,0.30000000000000016,0,buy
58795,-4,0.3600000000000002,-4,buy
58792,-1,0.40000000000000024,-5,buy
58791,-3,0.41000000000000025,-8,buy
58789,-7,0.4400000000000003,-15,buy
58786,3,0.4800000000000003,-12,sell
58788,1,0.3800000000000002,-11,sell
58789,-6,0.3400000000000002,-17,buy
58788,1,0.4500000000000003,-16,sell
58789,4,0.3400000000000002,-12,sell
58792,-10,0.29000000000000015,-22,buy
58789,8,0.41000000000000025,-14,sell
58792,-6,0.29000000000000015,-20,buy
58790,10,0.39000000000000024,-10,sell
58793,-1,0.2500000000000001,-11,buy
58792,6,0.3500000000000002,-5,sell
58794,2,0.2400000000000001,-3,sell
58795,3,0.21000000000000008,0,sell
58797,5,0.17000000000000004,5,sell
58799,5,0.12000000000000001,10,sell
58802,-16,0.06000000000000003,-6,buy
58799,3,0.21000000000000008,-3,sell
58800,1,0.11000000000000001,-2,sell
58801,7,0.08000000000000003,5,sell
58805,-2,0.020000000000000025,3,buy
58804,-9,0.10000000000000002,-6,buy
58801,3,0.18000000000000005,-3,sell
58803,-1,0.06000000000000003,-4,buy
58802,2,0.14,-2,sell
58803,-6,0.07000000000000003,-8,buy
58801,7,0.17000000000000004,-1,sell
58803,-6,0.04000000000000003,-7,buy
58801,15,0.17000000000000004,8,sell
58805,2,0.020000000000000025,10,sell
58807,7,-0.029999999999999978,17,sell
58812,-2,-0.10999999999999996,15,buy
58810,4,-0.009999999999999969,19,sell
58812,-11,-0.09999999999999996,8,buy
58810,6,0.030000000000000034,14,sell
58812,-1,-0.10999999999999996,13,buy
58811,-3,-0.01999999999999997,10,buy
58810,9,0.010000000000000031,19,sell
58813,1,-0.11999999999999995,20,sell
58814,-1,-0.12999999999999995,19,buy
58813,3,-0.06999999999999998,22,sell
58814,-5,-0.14999999999999997,17,buy
58813,-4,-0.02999999999999997,13,buy
58811,-3,3.122502256758253e-17,10,buy
58809,7,0.040000000000000036,17,sell
58811,-1,-0.07999999999999997,16,buy
58810,-7,-0.01999999999999997,9,buy
58807,1,0.08000000000000003,10,sell
58808,-3,-0.019999999999999976,7,buy
58806,7,0.09000000000000002,14,sell
58808,12,-0.019999999999999976,26,sell
58812,2,-0.09999999999999996,28,sell
58814,-1,-0.12999999999999995,27,buy
58813,8,-0.06999999999999998,35,sell
58816,-13,-0.19,22,buy
58813,-1,-0.05999999999999998,21,buy
58812,4,-0.01999999999999997,25,sell
58813,4,-0.10999999999999996,29,sell
58814,-3,-0.15999999999999998,26,buy
58813,9,-0.049999999999999975,35,sell
58816,-4,-0.19,31,buy
58814,-4,-0.08999999999999997,27,buy
58813,6,-0.03999999999999997,33,sell
58815,-3,-0.18,30,buy
58813,4,-0.06999999999999998,34,sell
58814,-2,-0.15999999999999998,32,buy
58813,-1,-0.05999999999999998,31,buy
58812,-3,-0.01999999999999997,28,buy
58811,6,0.010000000000000031,34,sell
58813,1,-0.10999999999999996,35,sell
58814,-7,-0.12999999999999995,28,buy
58812,2,-0.01999999999999997,30,sell
58813,-12,-0.08999999999999997,18,buy
58810,8,0.030000000000000034,26,sell
58813,3,-0.11999999999999995,29,sell
58814,-2,-0.14999999999999997,27,buy
58813,2,-0.05999999999999998,29,sell
58814,-2,-0.13999999999999996,27,buy
58813,5,-0.05999999999999998,32,sell
58814,10,-0.16999999999999998,42,sell
58817,-13,-0.22000000000000003,29,buy
58814,3,-0.05999999999999998,32,sell
58815,-11,-0.14999999999999997,21,buy
58812,-5,3.122502256758253e-17,16,buy
58810,5,0.05000000000000004,21,sell
58811,-3,-0.06999999999999998,18,buy
58810,-2,0.06000000000000004,16,buy
58808,1,0.08000000000000003,17,sell
58809,-4,-0.019999999999999976,13,buy
58807,3,0.09000000000000002,16,sell
58808,1,0.010000000000000024,17,sell
58809,2,-0.019999999999999976,19,sell
58810,1,-0.03999999999999998,20,sell
58811,-2,-0.07999999999999997,18,buy
58810,-4,-0.009999999999999969,14,buy
58808,-5,0.07000000000000003,9,buy
58807,8,0.13,17,sell
58810,-2,-0.029999999999999978,15,buy
58809,3,0.05000000000000003,18,sell
58810,-1,-0.04999999999999998,17,buy
58809,3,0.04000000000000003,20,sell
58810,-3,-0.04999999999999998,17,buy
58809,4,0.06000000000000003,21,sell
58810,-10,-0.059999999999999984,11,buy
58807,1,0.09000000000000002,12,sell
58808,-2,0.030000000000000027,10,buy
58807,3,0.10000000000000002,13,sell
58808,-6,0.010000000000000024,7,buy
58806,6,0.14,13,sell
58808,5,0.030000000000000027,18,sell
58810,3,-0.03999999999999998,21,sell
58813,1,-0.09999999999999996,22,sell
58814,5,-0.11999999999999995,27,sell
58815,-1,-0.16999999999999998,26,buy
58814,4,-0.06999999999999998,30,sell
58815,2,-0.15999999999999998,32,sell
58817,-3,-0.19,29,buy
58816,3,-0.09999999999999996,32,sell
58817,-1,-0.21000000000000002,31,buy
58816,3,-0.11999999999999995,34,sell
58817,-8,-0.21000000000000002,26,buy
58814,-4,-0.06999999999999998,22,buy
58812,-2,3.122502256758253e-17,20,buy
58810,3,0.040000000000000036,23,sell
58811,2,-0.049999999999999975,25,sell
58812,-11,-0.08999999999999997,14,buy
58810,-5,0.06000000000000004,9,buy
58807,6,0.09000000000000002,15,sell
58809,7,-0.019999999999999976,22,sell
58811,2,-0.07999999999999997,24,sell
58813,6,-0.09999999999999996,30,sell
58815,-6,-0.14999999999999997,24,buy
58813,-2,-0.01999999999999997,22,buy
58812,-3,3.122502256758253e-17,19,buy
58810,-2,0.040000000000000036,17,buy
58808,10,0.08000000000000003,27,sell
58810,3,-0.06999999999999998,30,sell
58813,-3,-0.09999999999999996,27,buy
58811,-5,-0.009999999999999969,22,buy
58809,-6,0.07000000000000003,16,buy
58807,-3,0.11000000000000001,13,buy
58805,-3,0.15000000000000002,10,buy
58802,-2,0.19000000000000006,8,buy
58801,13,0.21000000000000008,21,sell
58804,2,0.05000000000000003,23,sell
58806,9,0.020000000000000025,32,sell
58808,-6,-0.059999999999999984,26,buy
58806,8,0.08000000000000003,34,sell
58808,2,-0.059999999999999984,36,sell
58809,-7,-0.08999999999999997,29,buy
58807,-4,0.040000000000000036,25,buy
58805,1,0.09000000000000002,26,sell
58806,-11,0.030000000000000027,15,buy
58803,5,0.16000000000000003,20,sell
58805,8,0.05000000000000003,28,sell
58808,-11,-0.029999999999999978,17,buy
58805,-2,0.10000000000000002,15,buy
58803,-10,0.15000000000000002,5,buy
58800,3,0.2300000000000001,8,sell
58802,16,0.13,24,sell
58806,-3,0.010000000000000024,21,buy
58805,-5,0.11000000000000001,16,buy
58803,-3,0.16000000000000003,13,buy
58801,-1,0.19000000000000006,12,buy
58800,-1,0.2300000000000001,11,buy
58799,-1,0.2500000000000001,10,buy
58798,-6,0.2600000000000001,4,buy
58795,-12,0.3200000000000002,-8,buy
58791,-1,0.41000000000000025,-9,buy
58790,7,0.43000000000000027,-2,sell
58793,-2,0.29000000000000015,-4,buy
58792,2,0.3600000000000002,-2,sell
58793,1,0.28000000000000014,-1,sell
58794,-6,0.2500000000000001,-7,buy
58792,5,0.39000000000000024,-2,sell
58794,5,0.28000000000000014,3,sell
58796,2,0.21000000000000008,5,sell
58798,-2,0.17000000000000004,3,buy
58797,-4,0.2600000000000001,-1,buy
58794,-10,0.3200000000000002,-11,buy
58791,6,0.41000000000000025,-5,sell
58793,5,0.30000000000000016,0,sell
58794,-2,0.2500000000000001,-2,buy
58793,11,0.3600000000000002,9,sell
58796,6,0.22000000000000008,15,sell
58798,6,0.15000000000000002,21,sell
58800,-3,0.11000000000000001,18,buy
58799,2,0.21000000000000008,20,sell
58800,-10,0.12000000000000001,10,buy
58797,2,0.2500000000000001,12,sell
58798,-5,0.17000000000000004,7,buy
58797,-4,0.29000000000000015,3,buy
58794,9,0.3200000000000002,12,sell
58796,3,0.19000000000000006,15,sell
58798,-2,0.17000000000000004,13,buy
58797,-3,0.2600000000000001,10,buy
58795,-8,0.31000000000000016,2,buy
58793,-9,0.3700000000000002,-7,buy
58790,-1,0.43000000000000027,-8,buy
58789,-3,0.4400000000000003,-11,buy
58786,-4,0.4600000000000003,-15,buy
58783,2,0.5100000000000003,-13,sell
58784,6,0.4400000000000003,-7,sell
58786,1,0.3600000000000002,-6,sell
58787,2,0.3400000000000002,-4,sell
58789,-5,0.30000000000000016,-9,buy
58787,-4,0.41000000000000025,-13,buy
58784,-1,0.4700000000000003,-14,buy
58783,-7,0.5100000000000003,-21,buy
58779,1,0.5600000000000004,-20,sell
58780,3,0.5000000000000003,-17,sell
58782,-9,0.4400000000000003,-26,buy
58779,7,0.5600000000000004,-19,sell
58782,-1,0.4500000000000003,-20,buy
58781,-4,0.5100000000000003,-24,buy
58779,1,0.5600000000000004,-23,sell
58780,-5,0.5000000000000003,-28,buy
58778,-2,0.5900000000000004,-30,buy
58773,-8,0.6100000000000004,-38,buy
58770,4,0.6400000000000005,-34,sell
58772,3,0.5300000000000004,-31,sell
58773,-4,0.4800000000000003,-35,buy
58772,2,0.5900000000000004,-33,sell
58773,-6,0.4900000000000003,-39,buy
58772,-7,0.6100000000000004,-46,buy
58770,-3,0.6500000000000005,-49,buy
58769,1,0.6900000000000005,-48,sell
58770,4,0.6100000000000004,-44,sell
58772,2,0.5300000000000004,-42,sell
58773,-1,0.4900000000000003,-43,buy
58772,1,0.5600000000000004,-42,sell
58773,2,0.5000000000000003,-40,sell
58776,6,0.4500000000000003,-34,sell
58779,-3,0.3800000000000002,-37,buy
58777,-3,0.4700000000000003,-40,buy
58776,-7,0.5300000000000004,-47,buy
58774,2,0.5800000000000004,-45,sell
58775,1,0.4900000000000003,-44,sell
58777,-5,0.4500000000000003,-49,buy
58775,-1,0.5400000000000004,-50,buy
58774,-6,0.5600000000000004,-56,buy
58770,7,0.6200000000000004,-49,sell
58772,9,0.5100000000000003,-40,sell
58776,-1,0.4500000000000003,-41,buy
58775,1,0.5100000000000003,-40,sell
58776,4,0.4500000000000003,-36,sell
58778,1,0.39000000000000024,-35,sell
58779,8,0.3800000000000002,-27,sell
58782,4,0.30000000000000016,-23,sell
58783,-8,0.2600000000000001,-31,buy
58780,-6,0.40000000000000024,-37,buy
58777,-2,0.4700000000000003,-39,buy
58776,-1,0.5200000000000004,-40,buy
58775,4,0.5400000000000004,-36,sell
58777,-4,0.4400000000000003,-40,buy
58775,-7,0.5400000000000004,-47,buy
58772,9,0.6100000000000004,-38,sell
58776,6,0.4500000000000003,-32,sell
58779,3,0.3800000000000002,-29,sell
58780,12,0.3200000000000002,-17,sell
58783,-3,0.27000000000000013,-20,buy
58782,2,0.3700000000000002,-18,sell
58783,-7,0.28000000000000014,-25,buy
58780,4,0.40000000000000024,-21,sell
58781,-9,0.31000000000000016,-30,buy
58777,-2,0.4600000000000003,-32,buy
58776,-5,0.5200000000000004,-37,buy
58774,7,0.5700000000000004,-30,sell
58777,6,0.4500000000000003,-24,sell
58779,4,0.3600000000000002,-20,sell
58781,-7,0.31000000000000016,-27,buy
58777,-8,0.4600000000000003,-35,buy
58774,7,0.5600000000000004,-28,sell
58777,3,0.4500000000000003,-25,sell
58779,7,0.3800000000000002,-18,sell
58782,-7,0.30000000000000016,-25,buy
58780,7,0.42000000000000026,-18,sell
58783,6,0.29000000000000015,-12,sell
58786,-3,0.22000000000000008,-15,buy
58784,-7,0.31000000000000016,-22,buy
58781,-4,0.40000000000000024,-26,buy
58777,-3,0.4600000000000003,-29,buy
58776,-1,0.5300000000000004,-30,buy
58775,-2,0.5400000000000004,-32,buy
58774,-6,0.5700000000000004,-38,buy
58770,4,0.6200000000000004,-34,sell
58772,-4,0.5300000000000004,-38,buy
58770,-1,0.6300000000000004,-39,buy
58769,9,0.6700000000000005,-30,sell
58771,-6,0.5400000000000004,-36,buy
58769,-2,0.6700000000000005,-38,buy
58767,3,0.7000000000000005,-35,sell
58769,-3,0.6000000000000004,-38,buy
58768,5,0.6900000000000005,-33,sell
58769,7,0.5700000000000004,-26,sell
58771,-5,0.5100000000000003,-31,buy
58769,7,0.6400000000000005,-24,sell
58771,7,0.5100000000000003,-17,sell
58775,3,0.4500000000000003,-14,sell
58776,-1,0.40000000000000024,-15,buy
58775,8,0.5100000000000003,-7,sell
58777,-8,0.39000000000000024,-15,buy
58775,-1,0.5200000000000004,-16,buy
58774,-5,0.5400000000000004,-21,buy
58773,1,0.6000000000000004,-20,sell
58774,8,0.5000000000000003,-12,sell
58776,-4,0.42000000000000026,-16,buy
58774,-7,0.5400000000000004,-23,buy
58771,9,0.6100000000000004,-14,sell
58775,-1,0.4500000000000003,-15,buy
58774,1,0.5100000000000003,-14,sell
58775,-2,0.4500000000000003,-16,buy
58774,8,0.5200000000000004,-8,sell
58776,-8,0.40000000000000024,-16,buy
58773,1,0.5600000000000004,-15,sell
58774,6,0.5000000000000003,-9,sell
58776,-7,0.43000000000000027,-16,buy
58774,2,0.5500000000000004,-14,sell
58776,1,0.4500000000000003,-13,sell
58777,-1,0.39000000000000024,-14,buy
58776,3,0.4600000000000003,-11,sell
58778,2,0.3800000000000002,-9,sell
58779,-2,0.3300000000000002,-11,buy
58778,-7,0.41000000000000025,-18,buy
58776,-2,0.4900000000000003,-20,buy
58775,-6,0.5200000000000004,-26,buy
58773,-4,0.5700000000000004,-30,buy
58769,-1,0.6200000000000004,-31,buy
58768,-8,0.6700000000000005,-39,buy
58764,-4,0.7500000000000006,-43,buy
58759,2,0.7900000000000006,-41,sell
58760,1,0.6800000000000005,-40,sell
58762,-2,0.6100000000000004,-42,buy
58761,-3,0.6800000000000005,-45,buy
58760,-1,0.7200000000000005,-46,buy
58759,-5,0.7800000000000006,-51,buy
58758,-4,0.8400000000000006,-55,buy
58755,1,0.8600000000000007,-54,sell
58756,8,0.7700000000000006,-46,sell
58757,-3,0.6200000000000004,-49,buy
58756,1,0.8000000000000006,-48,sell
58757,-14,0.6900000000000005,-62,buy
58755,4,0.8800000000000007,-58,sell
58756,-2,0.7400000000000005,-60,buy
58755,-6,0.8700000000000007,-66,buy
58752,1,0.9100000000000007,-65,sell
58753,1,0.7700000000000006,-64,sell
58754,-9,0.7400000000000005,-73,buy
58752,-4,0.9100000000000007,-77,buy
58749,4,0.9300000000000007,-73,sell
58751,-2,0.7400000000000005,-75,buy
58750,-5,0.8700000000000007,-80,buy
58749,-11,0.9300000000000007,-91,buy
58745,-12,0.9700000000000008,-103,buy
58741,-6,1.0400000000000007,-109,buy
58737,-8,1.1000000000000008,-117,buy
58731,-3,1.1700000000000008,-120,buy
58729,-1,1.1900000000000008,-121,buy
58728,10,1.2500000000000009,-111,sell
58730,-3,1.0800000000000007,-114,buy
58729,2,1.1900000000000008,-112,sell
58730,8,1.0700000000000007,-104,sell
58732,1,0.9900000000000007,-103,sell
58733,1,0.9300000000000006,-102,sell
58734,7,0.8800000000000006,-95,sell
58735,-7,0.7900000000000005,-102,buy
58734,-8,1.0000000000000007,-110,buy
58732,6,1.0600000000000007,-104,sell
58734,-2,0.8800000000000006,-106,buy
58733,1,1.0300000000000007,-105,sell
58734,6,0.9300000000000006,-99,sell
58735,9,0.8000000000000005,-90,sell
58738,6,0.7500000000000004,-84,sell
58740,2,0.7100000000000004,-82,sell
58741,-2,0.6800000000000004,-84,buy
58740,-4,0.7900000000000005,-88,buy
58738,6,0.8900000000000006,-82,sell
58740,5,0.7300000000000004,-77,sell
58741,-9,0.6500000000000004,-86,buy
58739,1,0.8600000000000005,-85,sell
58740,-11,0.7700000000000005,-96,buy
58738,2,0.9200000000000006,-94,sell
58739,-3,0.7600000000000005,-97,buy
58738,1,0.8800000000000006,-96,sell
58739,-6,0.7700000000000005,-102,buy
58738,-6,0.9100000000000006,-108,buy
58736,-2,0.9700000000000006,-110,buy
58735,-8,1.0300000000000007,-118,buy
58732,-9,1.0900000000000007,-127,buy
58730,-3,1.1700000000000008,-130,buy
58729,7,1.2000000000000008,-123,sell
58731,-4,1.0300000000000007,-127,buy
58729,1,1.1900000000000008,-126,sell
58730,-2,1.0800000000000007,-128,buy
58729,-7,1.1800000000000008,-135,buy
58727,-1,1.300000000000001,-136,buy
58726,-2,1.310000000000001,-138,buy
58724,-3,1.330000000000001,-141,buy
58723,11,1.360000000000001,-130,sell
58725,8,1.1200000000000008,-122,sell
58727,-7,1.0200000000000007,-129,buy
58725,-7,1.2000000000000008,-136,buy
58724,1,1.310000000000001,-135,sell
58725,3,1.1600000000000008,-132,sell
58726,4,1.0600000000000007,-128,sell
58728,4,1.0100000000000007,-124,sell
58730,-11,0.9100000000000006,-135,buy
58728,-2,1.1000000000000008,-137,buy
58726,-7,1.1800000000000008,-144,buy
58724,-7,1.300000000000001,-151,buy
58721,2,1.370000000000001,-149,sell
58723,5,1.1600000000000008,-144,sell
58724,-1,1.0400000000000007,-145,buy
58723,1,1.1700000000000008,-144,sell
58724,3,1.0800000000000007,-141,sell
58726,2,1.0100000000000007,-139,sell
58728,7,0.9200000000000006,-132,sell
58730,-4,0.8700000000000006,-136,buy
58728,7,1.0400000000000007,-129,sell
58730,-5,0.8800000000000006,-134,buy
58728,8,1.0500000000000007,-126,sell
58730,4,0.8700000000000006,-122,sell
58731,-9,0.8200000000000005,-131,buy
58729,1,1.0200000000000007,-130,sell
58730,4,0.9300000000000006,-126,sell
58731,2,0.8200000000000005,-124,sell
58734,6,0.7700000000000005,-118,sell
58736,2,0.7100000000000004,-116,sell
58737,-1,0.6800000000000004,-117,buy
58736,-2,0.7800000000000005,-119,buy
58735,-6,0.8700000000000006,-125,buy
58733,-4,0.9400000000000006,-129,buy
58732,-14,0.9800000000000006,-143,buy
58728,-1,1.0900000000000007,-144,buy
58727,2,1.1000000000000008,-142,sell
58728,-3,1.0000000000000007,-145,buy
58727,4,1.1100000000000008,-141,sell
58728,-8,0.9800000000000006,-149,buy
58727,-2,1.1600000000000008,-151,buy
58725,-1,1.1800000000000008,-152,buy
58724,1,1.2500000000000009,-151,sell
58725,-4,1.1600000000000008,-155,buy
58724,-3,1.280000000000001,-158,buy
58723,-2,1.320000000000001,-160,buy
58722,4,1.340000000000001,-156,sell
58724,-1,1.1500000000000008,-157,buy
58723,-4,1.2500000000000009,-161,buy
58722,11,1.360000000000001,-150,sell
58724,3,1.1200000000000008,-147,sell
58725,-7,1.0600000000000007,-154,buy
58724,9,1.2300000000000009,-145,sell
58726,-2,1.0200000000000007,-147,buy
58724,7,1.1800000000000008,-140,sell
58726,-2,1.0300000000000007,-142,buy
58724,2,1.1800000000000008,-140,sell
58725,6,1.0700000000000007,-134,sell
58727,-5,1.0000000000000007,-139,buy
58726,2,1.1300000000000008,-137,sell
58727,4,1.0000000000000007,-133,sell
58729,4,0.9100000000000006,-129,sell
58731,3,0.8500000000000005,-126,sell
58734,-5,0.7700000000000005,-131,buy
58733,1,0.9000000000000006,-130,sell
58734,8,0.7700000000000005,-122,sell
58736,7,0.7000000000000004,-115,sell
58737,-1,0.6300000000000003,-116,buy
58736,-4,0.7800000000000005,-120,buy
58734,3,0.8900000000000006,-117,sell
58735,-3,0.7500000000000004,-120,buy
58734,-8,0.8800000000000006,-128,buy
58732,-9,0.9800000000000006,-137,buy
58730,-3,1.0700000000000007,-140,buy
58728,7,1.0900000000000007,-133,sell
58729,-4,0.9500000000000006,-137,buy
58727,-7,1.1100000000000008,-144,buy
58725,3,1.2000000000000008,-141,sell
58726,-15,1.0600000000000007,-156,buy
58724,1,1.280000000000001,-155,sell
58725,-2,1.1600000000000008,-157,buy
58724,9,1.260000000000001,-148,sell
58726,10,1.0800000000000007,-138,sell
58728,1,0.9800000000000006,-137,sell
58729,3,0.9300000000000006,-134,sell
58730,7,0.8600000000000005,-127,sell
58731,-15,0.7900000000000005,-142,buy
58728,-3,1.0400000000000007,-145,buy
58727,-1,1.1100000000000008,-146,buy
58726,-1,1.1700000000000008,-147,buy
58725,-5,1.1800000000000008,-152,buy
58724,-1,1.290000000000001,-153,buy
58723,-16,1.300000000000001,-169,buy
58715,6,1.400000000000001,-163,sell
58717,1,1.1400000000000008,-162,sell
58718,4,1.0800000000000007,-158,sell
58719,5,1.0400000000000007,-153,sell
58721,8,1.0000000000000007,-145,sell
58724,6,0.9000000000000006,-139,sell
58726,3,0.8400000000000005,-136,sell
58730,3,0.7700000000000005,-133,sell
58732,-9,0.7300000000000004,-142,buy
58730,6,0.9100000000000006,-136,sell
58732,14,0.7300000000000004,-122,sell
